filename,chroma_stft_mean,chroma_stft_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,peak_value,Class
Irani Bhairavi Thumri.mp3: part 2.mp3,0.2934991,0.2968689,0.17028199,0.10558812,1886.277049,452.4989986,2278.103822,372.2659325,3584.995208,976.3382035,0.0455884,0.018137284,-164.16635,39.920303,165.29312,15.9846325,-41.50716,15.040678,21.200796,12.158807,-12.604498,14.71691,-6.4492745,12.680381,-7.237431,15.40246,-2.236518,12.173462,-10.029755,7.7377477,-10.701566,10.351612,-1.8005996,8.13184,5.8938184,9.014296,-2.2125556,8.254023,-9.195267,8.192594,-0.12690896,7.3621144,-5.883801,7.5463853,-3.4046512,6.930209,-2.0951605,7.40767,0.8186638,6.748163,-4.9766917,5.8218045,0.97541225,Hindustani
Irani Bhairavi Thumri.mp3: part 3.mp3,0.29090738,0.30600825,0.20415962,0.112707764,2001.395317,800.30638,2393.272018,472.8655334,3720.166851,1399.065077,0.046726542,0.042032826,-152.52797,66.73461,161.43636,25.686646,-40.942993,18.25786,17.29783,13.249605,-15.674666,15.683421,-1.66068,12.670188,-12.12103,13.485245,-0.48087084,12.060058,-11.273256,8.600386,-11.411775,10.400377,-0.98564565,7.8372674,8.060581,9.399497,-0.3280001,7.8200006,-9.886524,7.9739857,0.2075045,7.1148267,-6.2343326,7.1404915,-2.8737433,6.9841003,-3.4489024,7.1254334,1.3554597,7.017603,-4.449288,7.194215,0.9826551,Hindustani
Raag Abhogi.mp3: part 1.mp3,0.31153536,0.29183015,0.046598874,0.02205644,1940.736175,324.8818101,2105.050821,305.9458538,3861.58577,506.0223015,0.052509912,0.015982887,-270.82773,33.357098,179.54327,19.737917,-46.42895,14.667885,11.639612,10.239889,18.549196,9.213411,-31.582571,9.622481,-2.6800253,7.8089676,13.6332,7.091853,-20.686516,6.931893,-5.2057524,8.132569,-0.07797982,8.487074,-7.582713,6.362747,0.8120187,7.618183,5.928002,6.7880845,-3.3300798,6.665702,-1.1266022,6.3553953,4.8389173,6.242217,2.343922,6.6644,3.5372229,6.0416493,1.4671303,5.941263,0.789297,Hindustani
Raag Abhogi.mp3: part 2.mp3,0.31943658,0.29429498,0.07670376,0.03740601,1742.889237,281.820475,1874.825999,242.3108403,3468.990528,611.4615361,0.047623498,0.013163574,-237.34093,31.71869,194.24503,16.068089,-48.881397,16.68082,4.258634,11.436323,17.78521,10.183357,-31.974611,10.471356,-0.1666806,7.1427174,10.911388,7.821176,-19.417416,8.125393,-2.4156165,8.237752,1.0597237,7.9776974,-8.842491,6.3152676,3.0177252,7.8652954,5.5586267,7.49601,-5.345025,7.058701,0.002613399,6.671525,6.115348,7.0801587,3.361657,7.1768303,2.7706645,6.6257033,-0.46429235,6.510535,0.95544505,Hindustani
Raag Abhogi.mp3: part 3.mp3,0.36206707,0.29322866,0.10148769,0.046213966,2093.509038,303.2950522,1868.491844,211.4326405,4022.714769,400.99293,0.065836625,0.017073334,-193.43416,39.11506,187.97313,15.751192,-72.97912,15.663073,13.787055,12.487608,21.644703,14.375288,-33.060833,10.627907,1.6660349,8.592177,8.89922,8.703573,-17.934994,7.9901447,2.0582883,7.7490234,0.4693637,7.5987234,-8.295057,6.603929,4.4149833,7.9670396,4.1299396,8.0113125,-5.628507,6.8062487,-1.195779,6.9468565,3.9687653,6.449356,1.8606509,6.96086,0.4927252,6.538796,-2.6971495,6.805976,0.9919555,Hindustani
Raag Bahar.mp3: part 1.mp3,0.27996445,0.30623513,0.05609689,0.0359504,1834.299172,331.8607736,2109.063345,270.9417474,3702.568427,436.0997567,0.04501881,0.018298279,-291.49396,37.914948,158.20679,20.521996,-34.441814,15.969182,26.974735,10.817393,22.047695,13.068232,-27.433544,10.448376,-15.907671,8.994242,-0.12675084,9.909392,-5.7313704,9.013772,-16.234352,8.239396,-12.150383,7.351004,-6.9515944,7.7207937,-9.381208,9.222002,-4.253922,7.8103666,0.5782608,6.6901464,-11.669351,7.133192,-10.371299,7.790826,3.7778304,6.945319,-6.1784716,7.3334656,-5.684214,7.819017,0.7003305,Hindustani
Raag Bahar.mp3: part 2.mp3,0.30121353,0.30616105,0.07578922,0.037637126,1701.173182,281.2310936,1875.564804,178.463862,3565.91929,410.0267482,0.048015418,0.017819811,-256.56174,32.94495,173.06238,16.8956,-34.76227,17.439617,27.135624,11.489729,23.856646,13.1515465,-31.521961,10.71287,-11.447277,9.285889,7.5812244,10.238497,-3.6499395,9.66541,-13.317015,8.179505,-8.958192,7.865283,-3.499227,8.056085,-5.2587667,9.873854,-2.1721568,7.4696574,0.66530204,6.9214783,-12.191717,8.0706005,-10.140484,8.340059,4.3347507,7.17558,-6.7920012,7.026722,-5.4062924,8.382685,0.70958173,Hindustani
Raag Bahar.mp3: part 3.mp3,0.33002427,0.3143112,0.08852582,0.057366643,1728.887639,590.1276302,1937.021694,530.0517003,3654.212008,1209.500503,0.047225408,0.023613024,-258.17468,67.2222,168.20258,36.711304,-29.058159,23.48297,27.820318,12.430278,21.094633,14.486629,-30.03829,14.4236,-8.848598,9.389744,8.217977,10.8211,-5.360588,9.060018,-13.558707,8.615038,-6.332962,7.980372,-2.767268,8.280978,-4.012864,9.26206,1.2890732,8.04485,-1.0716025,7.1446476,-13.666537,8.6965065,-6.313514,7.5173707,2.8795865,6.7549105,-7.673672,7.8986015,-2.5754483,7.9720316,0.8380942,Hindustani
Chaitra Sairam - Shri Subramanyaya Namaste: part 1.mp3,0.25971192,0.31486252,0.033781577,0.019595487,2037.937304,487.2320659,2614.206999,453.453142,3652.738127,940.5987547,0.040532887,0.019772754,-362.38995,59.492203,138.34764,20.094925,-40.79295,30.308199,8.041692,12.511579,2.3672116,21.567797,-5.342339,9.336871,-19.357824,13.03429,-1.6544825,8.222433,-15.6973,9.164394,-15.374914,9.491678,-1.0520277,9.709971,-3.255403,10.957627,-12.4439945,9.114033,-6.6346827,10.328746,-0.32111645,8.426588,-2.0886624,8.835185,-10.545936,9.784997,-3.4013753,11.983799,-4.11885,12.32232,-1.8659421,12.798389,0.48055795,Carnatic
Chaitra Sairam - Shri Subramanyaya Namaste: part 2.mp3,0.23977096,0.30195183,0.013221245,0.011747429,2779.922724,717.4033116,3347.628706,536.3619376,5193.697911,1597.970297,0.062266572,0.031815521,-430.72873,54.52547,114.0372,24.71308,-22.016026,23.86795,10.196004,12.676714,3.5282395,15.15584,-6.270966,9.164529,-11.259393,8.316678,-2.5927777,8.124694,-15.765607,10.632854,-3.4564734,10.872766,-3.185462,9.528329,-2.5442731,11.894369,0.27937078,12.992847,4.4995046,12.944055,7.4530087,11.204382,4.7764306,11.714426,-6.8148193,12.6429615,2.9478998,13.646458,2.3035934,11.392581,0.2845275,10.382388,0.3202771,Carnatic
Chaitra Sairam - Shri Subramanyaya Namaste: part 3.mp3,0.2920262,0.31739622,0.051322956,0.02712109,1965.01929,623.5452986,2573.699182,436.3343585,3754.278752,1347.271344,0.037809979,0.022680292,-308.8598,57.61018,137.73827,22.908195,-23.397007,27.124416,19.288525,14.476847,9.3701515,21.66892,-1.5695738,11.847407,-13.372259,14.570577,-1.5393279,9.031939,-9.472601,8.277031,-15.609537,9.672429,0.14807989,10.520995,-4.4273615,9.436905,-10.938203,8.729418,-5.8684983,8.602949,0.7515553,7.5339227,-3.9842596,8.154955,-10.543711,8.997976,-4.797442,9.314624,-7.254342,9.194673,-5.2886877,9.514286,0.6777947,Carnatic
Chaitra Sairam - Shri Subramanyaya Namaste: part 4.mp3,0.2598473,0.31061608,0.03987818,0.024422795,2205.658195,612.7502596,2757.167753,494.8898662,4045.09146,1265.580426,0.047170052,0.023651341,-327.7535,60.957565,133.43526,24.767115,-29.812801,25.238897,14.189622,15.797219,4.4779716,17.94731,-3.0188386,11.104152,-11.877651,14.432333,-2.3989623,9.029588,-13.737408,9.218157,-11.087744,9.747358,-1.6681795,9.767308,-6.241664,9.972268,-10.449802,8.171181,-2.3510761,9.913175,1.7339208,7.669736,-1.2364249,9.597212,-7.179705,10.754487,-2.290302,12.09036,-4.0303826,12.099628,0.16194558,12.575041,0.66535157,Carnatic
Chaitra Sairam - Shri Subramanyaya Namaste: part 5.mp3,0.38880488,0.3151718,0.036689583,0.037190873,2174.831105,765.6574446,2960.884319,677.9969844,4361.882148,1976.676343,0.040996565,0.023459261,-346.33112,91.88212,129.47858,32.959476,0.42748424,36.189053,16.264473,15.15897,1.8519375,17.52717,2.3144283,12.610773,-4.2777677,15.3062525,-6.4928885,9.190535,-9.9647255,7.872169,-7.0354586,8.880247,-2.4662063,8.449132,-3.0404139,8.443964,-4.517592,8.443179,-2.302771,8.202435,-0.46947306,7.362846,-1.4667016,8.05029,-2.7734237,9.0053215,-1.5965633,8.852364,-1.951575,9.780723,-1.1671108,10.449926,0.95189536,Carnatic
Ashwath Narayanan - Evarura: part 1.mp3,0.26508266,0.30743375,0.024454212,0.017577559,2027.066564,595.3331086,2409.625841,357.6708882,3915.027931,1369.013877,0.039615554,0.018949463,-390.14258,74.41518,126.43671,27.729176,-30.829912,33.632584,12.28195,18.13913,-14.607378,24.796574,-10.712957,15.902148,-1.6833559,10.738287,-18.181044,13.47402,-22.457373,9.722764,-9.519107,9.203842,-2.446357,9.832638,-8.158846,9.89813,-7.0911484,11.583675,-6.023043,8.984312,-8.055129,8.76809,-10.545514,8.900528,-6.111718,7.943595,-2.9100742,8.427224,-9.442961,10.938856,-10.396141,10.069361,0.42127562,Carnatic
Ashwath Narayanan - Evarura: part 2.mp3,0.2521538,0.30850774,0.016502665,0.016772604,1860.975444,523.3709472,2388.539126,368.5948822,3426.971093,1257.760403,0.036680321,0.016047419,-440.55966,74.376884,117.83393,23.933891,-15.615118,31.273365,2.389956,16.65226,-7.3474207,21.23139,-9.771216,13.941002,-3.9387515,9.028092,-9.608507,11.189955,-15.776361,8.665495,-13.845749,8.377465,-7.471534,9.530908,-9.454803,9.04363,-12.355161,10.693722,-11.651574,10.136224,-7.706546,9.170387,-4.79844,10.609056,-4.9153323,9.649042,-2.5646327,11.004967,-0.5252494,13.62621,-0.63321596,13.768466,0.41180497,Carnatic
Ashwath Narayanan - Evarura: part 3.mp3,0.25273788,0.3062351,0.028689174,0.022376658,1997.016235,628.3047926,2494.755333,391.1525964,3896.085858,1498.006748,0.039195192,0.018971111,-379.87134,86.472626,128.60535,30.604568,-17.567535,29.673643,20.686306,21.505505,-11.855238,19.07561,-7.4380126,14.278806,-1.343732,9.723079,-10.522544,13.183645,-14.470428,9.87942,-10.066082,10.182682,-8.12691,10.522214,-11.3024645,11.693981,-8.792989,10.784046,-6.763343,11.076262,-4.9048476,9.889004,-4.7028484,11.581595,-3.9156773,10.234395,-1.6478328,10.6725645,-1.0325657,11.687464,-2.4670718,11.694827,0.4322811,Carnatic
Ashwath Narayanan - Evarura: part 4.mp3,0.27022323,0.31016114,0.031511717,0.02214068,2051.569837,619.1882729,2499.200736,399.0084545,4101.24993,1446.863855,0.041950552,0.018836035,-355.33057,74.61218,132.35834,27.962502,-17.05671,28.400105,23.128492,17.75953,-13.406663,18.914686,-8.5579605,14.708922,2.6683846,9.846869,-8.795493,14.408936,-13.200855,9.957458,-9.706696,10.312546,-6.5993867,10.024286,-9.231557,11.47658,-6.6975026,10.621362,-4.5833483,10.2994375,-4.8633857,9.846922,-4.3543987,11.598244,-3.6990962,10.622857,-1.812553,10.649742,-2.0505178,12.230519,-4.1746225,12.178247,0.47861525,Carnatic
Ashwath Narayanan - Evarura: part 5.mp3,0.364136,0.31432292,0.024712758,0.020058354,1793.919415,697.7926795,2467.04948,521.2714025,3463.039367,1802.692751,0.032455503,0.015202819,-384.2411,94.55429,138.58292,31.62771,4.900622,37.570942,19.451546,16.573969,-11.49227,17.563213,-3.699665,14.143205,2.8513355,9.015182,-6.522276,13.036406,-10.60173,8.972787,-6.2204766,9.105786,-5.3781185,7.8687997,-5.714296,9.682299,-3.912519,8.167104,-4.042502,7.5584846,-6.0082726,7.346505,-6.083556,7.3121715,-3.1770704,7.5582714,-1.4510536,7.5757127,-1.1484699,8.583049,-2.6608255,9.325855,0.65782285,Carnatic
Janakipathe Jaya Karunya Jaladhe.mp3: part 1.mp3,0.29579845,0.30627242,0.061298627,0.036504485,1859.613319,416.9263966,1982.219664,326.8731461,3366.170713,854.4967262,0.051263822,0.020862401,-289.54846,56.271503,152.21013,18.99626,-47.73955,32.39723,-0.48291716,16.53478,8.189294,14.616241,-12.071909,14.364741,-20.351585,10.566255,-8.197535,10.6034975,-17.018845,9.916956,-23.373222,9.496422,-1.9057666,11.856017,-8.229348,8.77741,-6.695161,8.369257,-1.9627583,9.064417,-13.156051,11.240246,-5.6674414,8.666697,-3.0512884,7.514133,-4.4841456,8.94981,-5.1525354,9.287923,-9.73464,10.963329,0.8534178,Carnatic
Janakipathe Jaya Karunya Jaladhe.mp3: part 2.mp3,0.26967233,0.30301258,0.05092561,0.035603244,2070.142198,380.452964,1968.823646,254.761938,3644.918659,644.2641803,0.064065819,0.02369925,-311.2045,50.68696,147.79176,19.890402,-64.21616,28.165247,2.7046633,15.707204,1.6502615,15.391281,-20.192959,11.92551,-19.347908,9.112232,-10.657334,10.262856,-15.170611,8.575324,-23.677423,9.2560215,-7.3074627,11.184162,-5.3454337,8.839939,-9.51928,8.9698515,-7.1068754,9.985526,-7.140186,12.916429,-5.65295,11.463988,-3.6655335,10.285984,3.5067139,11.543036,5.507716,14.229388,2.7934685,14.8956995,0.5316781,Carnatic
Janakipathe Jaya Karunya Jaladhe.mp3: part 3.mp3,0.30452892,0.30487245,0.062398568,0.047666598,2074.614824,640.4254408,2163.701625,338.6488167,3737.881195,1092.347061,0.059999124,0.032427308,-280.7157,67.30659,139.25722,30.238184,-38.779785,28.570143,12.142536,18.478292,8.771656,17.019188,-9.785217,15.535366,-16.559214,11.265981,-8.550585,10.295362,-11.217561,10.022738,-19.246553,10.229804,-6.232818,11.560565,-4.467692,9.603479,-6.192797,10.007512,-3.5014188,10.224316,-5.636701,10.671353,-4.478017,9.573868,-4.0903187,9.527889,0.2332262,10.619079,0.8516884,11.2489195,-3.5718648,12.598164,0.8226094,Carnatic
Janakipathe Jaya Karunya Jaladhe.mp3: part 4.mp3,0.3407512,0.3170197,0.09441747,0.04946053,1808.197317,497.4912005,2030.041338,358.6093663,3414.296465,915.7483879,0.047503286,0.022212659,-240.62907,49.650402,162.15938,19.645035,-41.35776,23.114838,19.714275,17.142288,11.565302,16.06822,-6.2541385,13.803683,-10.77989,12.068347,-6.7095037,11.156209,-11.578975,10.384882,-18.7609,9.662601,-5.7172875,10.691804,-4.659342,8.494229,-6.972885,8.141365,-3.7318015,9.434702,-5.989768,10.542826,-5.018817,9.225,-4.8901668,9.07844,-2.5352263,10.387624,-1.4871234,11.872767,-6.7305303,12.435427,0.90082407,Carnatic
Janakipathe Jaya Karunya Jaladhe.mp3: part 5.mp3,0.39494067,0.3174047,0.092531875,0.05933765,1636.024092,659.8856333,2127.252736,492.5626372,3065.760227,1450.927697,0.034823094,0.022901454,-256.6335,70.51718,152.61928,23.697184,-11.757981,35.43011,15.873739,16.965132,10.50583,17.34361,2.5432708,16.517134,-2.3680067,14.973647,-4.0288486,10.816202,-10.102721,9.854441,-13.849254,10.579847,-4.2082086,9.038138,-0.91212654,8.836548,-1.2496872,9.084819,-0.6844872,8.794472,-3.0551395,8.908438,-2.5236368,8.564355,-2.0808096,7.456714,-2.0710306,7.7675633,-2.539564,7.977313,-8.237809,8.756134,0.92197025,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-vocal: part 1.mp3,0.2952473,0.30527562,0.008237808,0.006270489,1786.455693,420.1358422,1917.595613,359.6175268,3241.08418,831.0349211,0.047393568,0.02109598,-512.199,75.16619,151.7365,20.892956,-42.52125,35.354195,-1.9998887,16.354187,9.843352,14.597141,-5.332153,12.662612,-23.711905,11.839798,-7.1983047,11.333142,-18.498444,10.921352,-26.200975,11.200095,2.4144564,12.478861,-7.5748415,9.635734,-5.928642,8.760106,-2.084362,9.754727,-14.398392,11.6463585,-2.4293866,9.3919325,-0.23092395,7.4756875,-4.404445,9.766566,-1.2843411,10.541092,-5.978704,13.207403,0.13649543,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-vocal: part 2.mp3,0.3010085,0.30148265,0.006464522,0.006866537,1806.966877,362.93659,1773.852768,283.435933,3279.365157,686.5151334,0.054369722,0.020672513,-533.21014,68.62785,143.31522,18.97844,-38.81821,35.332546,-4.1128273,13.88245,8.827711,14.8556385,-11.2747135,11.62458,-20.115847,10.383781,-9.21357,11.1596575,-17.887514,8.4455185,-23.996523,10.709583,-1.5593619,10.22625,-2.2703907,8.910653,-5.6099415,8.258047,-6.0779433,9.732748,-8.758028,10.810386,-0.39918953,10.13336,0.62625396,8.477027,3.4011197,10.080414,7.7175384,13.676192,4.121857,14.668135,0.11838499,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-vocal: part 3.mp3,0.31102356,0.3015871,0.00629553,0.006086886,1949.422277,585.5785336,2026.663687,364.0623961,3586.642741,1061.376276,0.055696245,0.029459043,-523.0319,78.06437,144.49347,23.980234,-33.762836,30.37484,9.650043,19.230158,11.494343,15.139105,-4.5610714,13.299846,-20.9381,14.331445,-8.628556,10.68019,-14.007857,9.863227,-21.488882,11.382974,-0.40043506,11.829568,-4.348678,9.550674,-5.9581485,9.4488325,-4.5209174,9.352888,-9.6002655,10.2646,-2.6438391,8.994411,-1.0744395,7.4789786,0.021727338,9.995797,3.3728147,10.3393135,-1.7452893,11.335799,0.101960756,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-vocal: part 4.mp3,0.2990983,0.30704162,0.008675947,0.006666046,1851.14087,546.9715904,1925.23352,384.9323119,3468.210861,996.9590193,0.050130528,0.022101737,-481.45972,57.83932,156.25163,18.012901,-38.09056,29.350481,14.729928,17.905453,11.227602,15.333088,-5.9984756,11.250833,-17.845287,14.209622,-9.64101,11.704675,-14.417585,9.487097,-20.64146,10.7916155,0.88263685,10.16303,-3.5768569,8.708843,-5.855298,8.069846,-4.619214,9.261791,-10.225003,9.885669,-2.0148478,9.257343,-0.8543591,8.515502,-0.2860333,10.286653,4.511843,12.311954,-0.5895911,13.038147,0.23890169,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-vocal: part 5.mp3,0.39470065,0.30558378,0.005967789,0.006196959,1814.511749,667.1960888,2109.997877,490.4401186,3579.016347,1415.606342,0.043280774,0.022190101,-508.71127,72.892006,147.70862,22.397562,-15.284574,34.498714,17.149023,17.601992,10.330752,16.297745,-0.26179394,12.7435055,-7.9487624,15.612647,-7.2607765,10.899243,-11.074978,9.543064,-16.096508,11.446066,-1.3070004,9.113525,-0.8846793,8.586668,-2.6354196,8.817994,-1.7960942,8.46279,-6.0663548,8.638511,-0.6724306,8.572532,0.363225,7.0658216,-0.6733773,8.1287985,2.31163,8.600556,-1.3862737,9.248889,0.50035775,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-violin: part 1.mp3,0.30083135,0.30513155,0.003750296,0.002300084,1629.41151,415.7584088,1971.825933,360.0197845,3053.546588,986.9258673,0.042009193,0.018072923,-551.6323,59.771545,162.67122,17.57044,-21.588408,30.617905,11.700922,17.405636,3.0282292,12.47679,-6.0696826,10.962617,-8.904352,8.224165,-8.444608,8.692174,-7.753155,8.633814,-12.838162,9.400013,-0.40847987,10.432965,-0.8317805,7.8450084,-6.5852823,8.888318,-2.0329325,7.707588,-4.1621037,9.414955,-4.697411,9.899303,1.7047889,8.890955,6.6391416,8.344234,1.0064273,8.847679,-2.4685738,10.126687,0.062259488,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-violin: part 2.mp3,0.26600182,0.30471742,0.005300288,0.003568727,1917.789852,532.1031301,2012.070567,355.175752,3566.883849,1015.839773,0.055197682,0.023490326,-510.28516,46.06162,140.60306,20.975376,-31.83181,28.33169,10.776673,17.205997,3.106476,13.825344,-11.16504,9.483982,-7.9281893,7.551428,-8.342195,9.027521,-8.714072,8.470496,-12.062206,8.531045,-4.9055357,9.3433,-0.5540535,8.696616,-8.664328,9.301658,-4.516579,8.70942,1.2626876,10.755794,-3.9676208,11.38106,0.31502154,11.2146845,10.996072,10.585351,9.166384,12.875827,6.451766,13.114583,0.07511066,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-violin: part 3.mp3,0.28643885,0.30559534,0.005847386,0.003795991,1977.862486,739.8576172,2203.732792,453.8341922,3750.765611,1392.604779,0.054534326,0.031384099,-508.46707,61.746395,144.00903,29.09698,-25.410498,32.546474,23.359503,16.321537,1.6067632,14.458752,-5.541615,10.762428,-6.8898926,9.146818,-6.49659,7.8334284,-5.7778487,8.974866,-10.527247,10.788913,-6.251053,9.334904,-0.09113545,9.82497,-6.5536904,10.5976095,-3.947344,10.161633,-0.4207769,10.522548,-5.2001166,10.58939,-2.9978175,11.113003,6.548389,10.568316,4.63029,10.769316,1.738312,11.472846,0.08717018,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-violin: part 4.mp3,0.31407106,0.3056496,0.007651795,0.004909988,1819.01036,525.3249217,2094.593603,397.3224019,3555.264762,1114.720017,0.048218696,0.021480757,-468.6679,50.742947,153.52843,18.432905,-25.84665,25.600948,22.234274,16.785137,4.9615765,13.110266,-5.561111,11.059117,-4.872164,9.344623,-7.304187,8.851763,-4.6554623,8.801694,-10.6084,8.760785,-7.1324096,9.034187,-2.2024045,7.648621,-10.232165,7.5442314,-7.279283,7.640897,-2.4035866,8.616196,-8.93587,8.411252,-4.638691,8.509855,4.3752284,9.130345,3.7322881,10.673572,1.506084,11.377646,0.19735542,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-violin: part 5.mp3,0.3932085,0.31058976,0.006419337,0.005152827,1641.594669,725.1235564,2208.956602,584.9003591,3236.789047,1828.741296,0.035332507,0.023522725,-512.4691,81.05517,151.17,23.43384,3.1700258,40.73297,23.746656,17.412226,1.6290271,14.814184,6.2358418,14.901544,1.4762571,13.439182,-5.884867,9.370837,-3.0703704,8.467377,-6.9467506,9.612488,-3.6450267,8.540828,1.8045729,7.9567847,-4.276751,8.820327,-2.135256,7.9933677,-0.10691101,7.8128786,-4.9522843,9.424698,0.011493208,7.9160514,3.904897,7.229095,1.494541,7.6285753,-1.159896,7.799208,0.2583873,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-mridangam-left: part 1.mp3,0.57130617,0.25884846,0.000419238,0.001061285,4451.501937,880.2243667,5178.96589,614.3247208,11564.14544,2366.040538,0.090175545,0.028073438,-701.94965,19.50383,84.006805,13.222153,38.78205,7.1103263,13.060443,6.3287253,9.37514,4.499076,13.331227,4.519423,9.614345,4.3794293,7.5160856,4.199694,-1.9175879,4.5209217,-0.70901936,3.8938308,-3.2973673,4.244722,5.6830487,4.315313,1.1657753,3.6915338,6.769849,4.303095,5.6238995,4.631771,2.139726,4.275818,1.9091463,3.650707,3.2400084,4.005511,-0.44374397,4.124104,1.4300723,4.271305,0.09829951,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-mridangam-left: part 2.mp3,0.5449161,0.25272068,0.000251865,3.26E-05,4568.628931,577.7092162,5164.566149,397.1542427,11729.67674,1313.688498,0.083121243,0.016969221,-734.43353,10.300726,113.90606,8.437936,5.8988295,8.220778,41.78054,6.1814995,-16.170916,5.1136236,34.864964,5.4564943,-13.899365,4.3459597,27.62683,4.9253173,-17.578083,5.5847416,13.117192,6.2003684,-15.365853,5.7903805,15.838381,5.4226933,-6.0177073,4.7909436,8.6065445,5.2216225,2.93515,4.8606124,4.627198,4.8035126,1.5911335,4.8162165,5.442051,5.0006704,3.5404415,5.780697,-0.43572834,5.9821243,0.004963123,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-mridangam-left: part 3.mp3,0.53738445,0.25692812,0.000768735,0.001760419,4094.47164,1315.837996,4900.700869,890.0135599,10428.43335,3514.947278,0.072672613,0.030563167,-696.04,31.191845,90.692154,20.709612,41.184223,10.237095,17.859331,9.038187,8.190534,7.0888863,8.178358,5.7667165,3.4183326,4.938697,6.5631366,5.391074,-0.56222785,6.0407014,1.812356,4.6078362,-2.5935616,4.5383596,6.054671,4.479199,0.99220943,4.0788975,5.7467313,4.5522704,5.211031,4.3101234,1.4652771,4.124197,-0.818193,4.0790243,3.6883533,4.0284085,2.0447617,5.514124,2.5253515,5.7528453,0.059956707,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-mridangam-left: part 4.mp3,0.49871227,0.28450108,0.001294082,0.002435086,3251.723177,1287.225919,4370.95006,1021.339694,8399.677304,3875.990775,0.055178658,0.031246878,-678.5402,38.573338,102.61763,22.502089,43.27026,12.751356,20.173857,11.269879,9.895921,8.266476,8.899996,6.834759,2.876636,6.1828027,4.613775,6.675612,-1.718228,7.168676,-0.99196875,5.2290893,-2.4707434,5.535488,5.043922,5.489523,1.5735569,4.85159,4.561074,5.6534333,5.0193324,5.070933,1.878409,4.925326,0.6770829,4.7327433,2.0119734,4.8603044,-0.9981891,5.4004116,0.49471277,5.8315897,0.07448486,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-mridangam-left: part 5.mp3,0.50198805,0.2840752,0.002238977,0.003395465,2633.77326,1336.803362,3890.34885,1170.955191,6530.028555,4255.118852,0.039452237,0.028316005,-659.1902,50.466633,109.08032,26.710022,46.576786,17.469933,22.250536,13.130877,12.66067,9.304482,11.005634,7.7991896,7.341486,6.518935,4.6132426,6.751788,-3.0998087,7.275426,-2.9816422,5.1659455,-0.020327728,5.1024017,4.146798,5.348695,3.5917828,5.176904,3.3202624,5.8275127,1.0024594,4.75133,0.5211119,4.871756,1.9790183,4.7751226,1.1428018,4.8739915,-0.8040752,4.795137,-0.8594421,5.6285753,0.11836208,Carnatic
Janakipathe Jaya Karunya Jaladhe.multitrack-mridangam-right: part 1.mp3,0.30958703,0.30788323,0.003595371,0.008155185,1464.490776,394.2978919,2034.962252,446.6539401,2703.781904,1065.541259,0.033478439,0.014384942,-530.6361,50.22618,79.3863,27.166307,24.258862,15.231539,7.139273,13.378661,5.0541754,10.108833,-0.07276315,8.727863,-6.319371,6.9379,-9.112414,7.168675,-12.218508,6.837209,-9.976389,6.5049767,-2.6715026,6.3571167,0.103377774,6.7055335,-1.6078941,5.966886,-1.279671,6.4868355,-0.94053733,7.4961414,0.015941095,8.232059,3.8259566,7.066064,4.3755097,7.043798,1.2933546,9.309924,1.8350675,9.208427,0.63309467,Carnatic
